[run-experiment; hdiff at version alpha]
Location  MinSharingHeight  MergeResult
kong-7595850eeac653596d07cedf9c465be5729c9dc1-8a8ff6665a6028d620c51cd0cf91752700357092 1 proper parse-error
kong-7595850eeac653596d07cedf9c465be5729c9dc1-8a8ff6665a6028d620c51cd0cf91752700357092 1 nonest parse-error
kong-7595850eeac653596d07cedf9c465be5729c9dc1-8a8ff6665a6028d620c51cd0cf91752700357092 1 patience parse-error
kong-7595850eeac653596d07cedf9c465be5729c9dc1-959ae6273141a25547617444b1977839d3d3155f 1 proper success
kong-7595850eeac653596d07cedf9c465be5729c9dc1-959ae6273141a25547617444b1977839d3d3155f 1 nonest success
kong-7595850eeac653596d07cedf9c465be5729c9dc1-959ae6273141a25547617444b1977839d3d3155f 1 patience success
kong-7695d292e9dbe764b1a4205473216969d5c338d4-4b2cc6a43fbe5612e95e6761e775f8f3cccbd1d1 1 proper conflicting
kong-7695d292e9dbe764b1a4205473216969d5c338d4-4b2cc6a43fbe5612e95e6761e775f8f3cccbd1d1 1 nonest conflicting
kong-7695d292e9dbe764b1a4205473216969d5c338d4-4b2cc6a43fbe5612e95e6761e775f8f3cccbd1d1 1 patience conflicting
kong-7b20023924190eef62932875d28cae7783ca7fd9-4df267674d4939dd8e6c058f53fa70f02815210f 1 proper conflicting
kong-7b20023924190eef62932875d28cae7783ca7fd9-4df267674d4939dd8e6c058f53fa70f02815210f 1 nonest conflicting
kong-7b20023924190eef62932875d28cae7783ca7fd9-4df267674d4939dd8e6c058f53fa70f02815210f 1 patience conflicting
kong-7b20023924190eef62932875d28cae7783ca7fd9-64154778047780916ad21263260999744adf2863 1 proper conflicting
kong-7b20023924190eef62932875d28cae7783ca7fd9-64154778047780916ad21263260999744adf2863 1 nonest conflicting
kong-7b20023924190eef62932875d28cae7783ca7fd9-64154778047780916ad21263260999744adf2863 1 patience conflicting
kong-7b20023924190eef62932875d28cae7783ca7fd9-7b27ac4a3caf5ad1fa9bafbfad18724d7705c53f 1 proper conflicting
kong-7b20023924190eef62932875d28cae7783ca7fd9-7b27ac4a3caf5ad1fa9bafbfad18724d7705c53f 1 nonest conflicting
kong-7b20023924190eef62932875d28cae7783ca7fd9-7b27ac4a3caf5ad1fa9bafbfad18724d7705c53f 1 patience conflicting
kong-7b20023924190eef62932875d28cae7783ca7fd9-d43858b512e5826970583b56e71065db022fc758 1 proper conflicting
kong-7b20023924190eef62932875d28cae7783ca7fd9-d43858b512e5826970583b56e71065db022fc758 1 nonest conflicting
kong-7b20023924190eef62932875d28cae7783ca7fd9-d43858b512e5826970583b56e71065db022fc758 1 patience conflicting
kong-7b20023924190eef62932875d28cae7783ca7fd9-d90d2fab1abfc60aa2609c8232a7d5d98122fecc 1 proper conflicting
kong-7b20023924190eef62932875d28cae7783ca7fd9-d90d2fab1abfc60aa2609c8232a7d5d98122fecc 1 nonest conflicting
kong-7b20023924190eef62932875d28cae7783ca7fd9-d90d2fab1abfc60aa2609c8232a7d5d98122fecc 1 patience conflicting
kong-7b20023924190eef62932875d28cae7783ca7fd9-dfcdca32e9adfb2db15100ffe122c4c59345d68b 1 proper conflicting
kong-7b20023924190eef62932875d28cae7783ca7fd9-dfcdca32e9adfb2db15100ffe122c4c59345d68b 1 nonest conflicting
kong-7b20023924190eef62932875d28cae7783ca7fd9-dfcdca32e9adfb2db15100ffe122c4c59345d68b 1 patience conflicting
kong-7b20023924190eef62932875d28cae7783ca7fd9-fe368630c5346984e64d494a5ee1b60922608c6e 1 proper conflicting
kong-7b20023924190eef62932875d28cae7783ca7fd9-fe368630c5346984e64d494a5ee1b60922608c6e 1 nonest conflicting
kong-7b20023924190eef62932875d28cae7783ca7fd9-fe368630c5346984e64d494a5ee1b60922608c6e 1 patience conflicting
kong-82f52d6570b8e39dcd23ffbcd9ef109680c778af-a5b12164e90cb2b3579cbbe1bbc8ded5458fd37e 1 proper conflicting
kong-82f52d6570b8e39dcd23ffbcd9ef109680c778af-a5b12164e90cb2b3579cbbe1bbc8ded5458fd37e 1 nonest conflicting
kong-82f52d6570b8e39dcd23ffbcd9ef109680c778af-a5b12164e90cb2b3579cbbe1bbc8ded5458fd37e 1 patience conflicting
kong-82f52d6570b8e39dcd23ffbcd9ef109680c778af-bf8204d5ad401d5d18f47bcf1bd8b9c23eac9ca3 1 proper conflicting
kong-82f52d6570b8e39dcd23ffbcd9ef109680c778af-bf8204d5ad401d5d18f47bcf1bd8b9c23eac9ca3 1 nonest conflicting
kong-82f52d6570b8e39dcd23ffbcd9ef109680c778af-bf8204d5ad401d5d18f47bcf1bd8b9c23eac9ca3 1 patience conflicting
kong-82f52d6570b8e39dcd23ffbcd9ef109680c778af-dff1af66046f76dbdedd8b499c63bd090dbb6cbd 1 proper conflicting
kong-82f52d6570b8e39dcd23ffbcd9ef109680c778af-dff1af66046f76dbdedd8b499c63bd090dbb6cbd 1 nonest conflicting
kong-82f52d6570b8e39dcd23ffbcd9ef109680c778af-dff1af66046f76dbdedd8b499c63bd090dbb6cbd 1 patience conflicting
kong-82f52d6570b8e39dcd23ffbcd9ef109680c778af-e605f013c55f6eda3cc88d24225bd836daaa29cd 1 proper conflicting
kong-82f52d6570b8e39dcd23ffbcd9ef109680c778af-e605f013c55f6eda3cc88d24225bd836daaa29cd 1 nonest success
kong-82f52d6570b8e39dcd23ffbcd9ef109680c778af-e605f013c55f6eda3cc88d24225bd836daaa29cd 1 patience success
kong-86fdfa862787a11461893366b45875135470f92a-b8a9c5d3063042e847ebd476cbf8de176d7c901c 1 proper conflicting
kong-86fdfa862787a11461893366b45875135470f92a-b8a9c5d3063042e847ebd476cbf8de176d7c901c 1 nonest conflicting
kong-86fdfa862787a11461893366b45875135470f92a-b8a9c5d3063042e847ebd476cbf8de176d7c901c 1 patience conflicting
kong-86fdfa862787a11461893366b45875135470f92a-eeb26caecced85212d8dba7e81b3259196c1b65b 1 proper conflicting
kong-86fdfa862787a11461893366b45875135470f92a-eeb26caecced85212d8dba7e81b3259196c1b65b 1 nonest success
kong-86fdfa862787a11461893366b45875135470f92a-eeb26caecced85212d8dba7e81b3259196c1b65b 1 patience success
kong-87903c251a1b0d2779e0704d72f75c667de0747f-0aca03743801ba83e1711414a16adb7780116dfc 1 proper conflicting
kong-87903c251a1b0d2779e0704d72f75c667de0747f-0aca03743801ba83e1711414a16adb7780116dfc 1 nonest conflicting
kong-87903c251a1b0d2779e0704d72f75c667de0747f-0aca03743801ba83e1711414a16adb7780116dfc 1 patience conflicting
kong-87903c251a1b0d2779e0704d72f75c667de0747f-384002f5361591d35e160bfaff0df67e2c9660b0 1 proper conflicting
kong-87903c251a1b0d2779e0704d72f75c667de0747f-384002f5361591d35e160bfaff0df67e2c9660b0 1 nonest success
kong-87903c251a1b0d2779e0704d72f75c667de0747f-384002f5361591d35e160bfaff0df67e2c9660b0 1 patience success
kong-87903c251a1b0d2779e0704d72f75c667de0747f-b25a95adafff601844e0f4cc7bd6cbb8dd599033 1 proper conflicting
kong-87903c251a1b0d2779e0704d72f75c667de0747f-b25a95adafff601844e0f4cc7bd6cbb8dd599033 1 nonest conflicting
kong-87903c251a1b0d2779e0704d72f75c667de0747f-b25a95adafff601844e0f4cc7bd6cbb8dd599033 1 patience conflicting
kong-87903c251a1b0d2779e0704d72f75c667de0747f-e1b43f3359018c30b651ff42f75f8e6e5096da99 1 proper success
kong-87903c251a1b0d2779e0704d72f75c667de0747f-e1b43f3359018c30b651ff42f75f8e6e5096da99 1 nonest success
kong-87903c251a1b0d2779e0704d72f75c667de0747f-e1b43f3359018c30b651ff42f75f8e6e5096da99 1 patience success
kong-87903c251a1b0d2779e0704d72f75c667de0747f-f9b7259cf753fe6a0f42602dbaea0f55ec7baac3 1 proper conflicting
kong-87903c251a1b0d2779e0704d72f75c667de0747f-f9b7259cf753fe6a0f42602dbaea0f55ec7baac3 1 nonest conflicting
kong-87903c251a1b0d2779e0704d72f75c667de0747f-f9b7259cf753fe6a0f42602dbaea0f55ec7baac3 1 patience conflicting
kong-887abdf2f2efa85fd2c6a44703ea13fd557feba1-4f6c81a8d10b7cfb9c8bf7c7b0e9cb18918a1f75 1 proper conflicting
kong-887abdf2f2efa85fd2c6a44703ea13fd557feba1-4f6c81a8d10b7cfb9c8bf7c7b0e9cb18918a1f75 1 nonest success
kong-887abdf2f2efa85fd2c6a44703ea13fd557feba1-4f6c81a8d10b7cfb9c8bf7c7b0e9cb18918a1f75 1 patience success
kong-887abdf2f2efa85fd2c6a44703ea13fd557feba1-62d04243b0e75101095796aa12b423a3dbd1718c 1 proper conflicting
kong-887abdf2f2efa85fd2c6a44703ea13fd557feba1-62d04243b0e75101095796aa12b423a3dbd1718c 1 nonest success
kong-887abdf2f2efa85fd2c6a44703ea13fd557feba1-62d04243b0e75101095796aa12b423a3dbd1718c 1 patience success
kong-887abdf2f2efa85fd2c6a44703ea13fd557feba1-7e4c85759817ebb0c1dbc36cba4b1999169f170d 1 proper success
kong-887abdf2f2efa85fd2c6a44703ea13fd557feba1-7e4c85759817ebb0c1dbc36cba4b1999169f170d 1 nonest success
kong-887abdf2f2efa85fd2c6a44703ea13fd557feba1-7e4c85759817ebb0c1dbc36cba4b1999169f170d 1 patience success
kong-8896f6b1199734137d89f4e5e93b339b2bfd4523-2cdcb5e390206ea8fde514f151f89d967df9bcb7 1 proper conflicting
kong-8896f6b1199734137d89f4e5e93b339b2bfd4523-2cdcb5e390206ea8fde514f151f89d967df9bcb7 1 nonest conflicting
kong-8896f6b1199734137d89f4e5e93b339b2bfd4523-2cdcb5e390206ea8fde514f151f89d967df9bcb7 1 patience conflicting
kong-8896f6b1199734137d89f4e5e93b339b2bfd4523-61d161001f24baae795b829dc0d5a70496eb1196 1 proper conflicting
kong-8896f6b1199734137d89f4e5e93b339b2bfd4523-61d161001f24baae795b829dc0d5a70496eb1196 1 nonest conflicting
kong-8896f6b1199734137d89f4e5e93b339b2bfd4523-61d161001f24baae795b829dc0d5a70496eb1196 1 patience conflicting
kong-8d299e0b506208407e1885436317f929b9953b66-324ef157b55e5ad5b611eeb1f024198ea354590b 1 proper conflicting
kong-8d299e0b506208407e1885436317f929b9953b66-324ef157b55e5ad5b611eeb1f024198ea354590b 1 nonest success
kong-8d299e0b506208407e1885436317f929b9953b66-324ef157b55e5ad5b611eeb1f024198ea354590b 1 patience conflicting
kong-8d299e0b506208407e1885436317f929b9953b66-c78d425809c8d83ea14075ed529a09e08ee02e21 1 proper conflicting
kong-8d299e0b506208407e1885436317f929b9953b66-c78d425809c8d83ea14075ed529a09e08ee02e21 1 nonest conflicting
kong-8d299e0b506208407e1885436317f929b9953b66-c78d425809c8d83ea14075ed529a09e08ee02e21 1 patience conflicting
kong-8d299e0b506208407e1885436317f929b9953b66-f53de3d36c4b477d92d0a5be63edaf0853bff144 1 proper conflicting
kong-8d299e0b506208407e1885436317f929b9953b66-f53de3d36c4b477d92d0a5be63edaf0853bff144 1 nonest conflicting
kong-8d299e0b506208407e1885436317f929b9953b66-f53de3d36c4b477d92d0a5be63edaf0853bff144 1 patience conflicting
kong-90da58bcfdd3a1366739567b9ee33ba15752dfd0-1c0bb1167b9c9c38137f02ab7c5af2a0a4b11b12 1 proper conflicting
kong-90da58bcfdd3a1366739567b9ee33ba15752dfd0-1c0bb1167b9c9c38137f02ab7c5af2a0a4b11b12 1 nonest conflicting
kong-90da58bcfdd3a1366739567b9ee33ba15752dfd0-1c0bb1167b9c9c38137f02ab7c5af2a0a4b11b12 1 patience conflicting
kong-90da58bcfdd3a1366739567b9ee33ba15752dfd0-caf6fbd540d503ef100c31bbd338221ed6b921cd 1 proper conflicting
kong-90da58bcfdd3a1366739567b9ee33ba15752dfd0-caf6fbd540d503ef100c31bbd338221ed6b921cd 1 nonest success
kong-90da58bcfdd3a1366739567b9ee33ba15752dfd0-caf6fbd540d503ef100c31bbd338221ed6b921cd 1 patience conflicting
kong-90da58bcfdd3a1366739567b9ee33ba15752dfd0-ef676a73dc8d3e3f2600ab40f8243217cc56c671 1 proper conflicting
kong-90da58bcfdd3a1366739567b9ee33ba15752dfd0-ef676a73dc8d3e3f2600ab40f8243217cc56c671 1 nonest conflicting
kong-90da58bcfdd3a1366739567b9ee33ba15752dfd0-ef676a73dc8d3e3f2600ab40f8243217cc56c671 1 patience conflicting
kong-91731d4cba1bc3035cab2eac8b7cffe5dd692fe4-28253fc24bee854a5016f638dfc99edf9e8d6b89 1 proper conflicting
kong-91731d4cba1bc3035cab2eac8b7cffe5dd692fe4-28253fc24bee854a5016f638dfc99edf9e8d6b89 1 nonest conflicting
kong-91731d4cba1bc3035cab2eac8b7cffe5dd692fe4-28253fc24bee854a5016f638dfc99edf9e8d6b89 1 patience conflicting
kong-91731d4cba1bc3035cab2eac8b7cffe5dd692fe4-3eb988cfead7ef41d58e8603618e91ade206d428 1 proper conflicting
kong-91731d4cba1bc3035cab2eac8b7cffe5dd692fe4-3eb988cfead7ef41d58e8603618e91ade206d428 1 nonest conflicting
kong-91731d4cba1bc3035cab2eac8b7cffe5dd692fe4-3eb988cfead7ef41d58e8603618e91ade206d428 1 patience conflicting
kong-91731d4cba1bc3035cab2eac8b7cffe5dd692fe4-43c4712bbe394b5d623221ff2f670a7e6b3ef3f5 1 proper conflicting
kong-91731d4cba1bc3035cab2eac8b7cffe5dd692fe4-43c4712bbe394b5d623221ff2f670a7e6b3ef3f5 1 nonest conflicting
kong-91731d4cba1bc3035cab2eac8b7cffe5dd692fe4-43c4712bbe394b5d623221ff2f670a7e6b3ef3f5 1 patience conflicting
kong-91731d4cba1bc3035cab2eac8b7cffe5dd692fe4-60fb84e2ac954d8d04e692c6b3906b5842cd8207 1 proper conflicting
kong-91731d4cba1bc3035cab2eac8b7cffe5dd692fe4-60fb84e2ac954d8d04e692c6b3906b5842cd8207 1 nonest conflicting
kong-91731d4cba1bc3035cab2eac8b7cffe5dd692fe4-60fb84e2ac954d8d04e692c6b3906b5842cd8207 1 patience conflicting
kong-91731d4cba1bc3035cab2eac8b7cffe5dd692fe4-61ec471684a86b6fd841de478b5f5f9e2b8dbc19 1 proper conflicting
kong-91731d4cba1bc3035cab2eac8b7cffe5dd692fe4-61ec471684a86b6fd841de478b5f5f9e2b8dbc19 1 nonest conflicting
kong-91731d4cba1bc3035cab2eac8b7cffe5dd692fe4-61ec471684a86b6fd841de478b5f5f9e2b8dbc19 1 patience conflicting
kong-919d244bd667d76e65cdfc97ad2363adf3bca7c7-130867d5da07feff3c95775d5790e450489e459f 1 proper conflicting
kong-919d244bd667d76e65cdfc97ad2363adf3bca7c7-130867d5da07feff3c95775d5790e450489e459f 1 nonest conflicting
kong-919d244bd667d76e65cdfc97ad2363adf3bca7c7-130867d5da07feff3c95775d5790e450489e459f 1 patience conflicting
kong-919d244bd667d76e65cdfc97ad2363adf3bca7c7-6160a21dbeeca9dc63c087d786fbdbd35c5c6884 1 proper conflicting
kong-919d244bd667d76e65cdfc97ad2363adf3bca7c7-6160a21dbeeca9dc63c087d786fbdbd35c5c6884 1 nonest conflicting
kong-919d244bd667d76e65cdfc97ad2363adf3bca7c7-6160a21dbeeca9dc63c087d786fbdbd35c5c6884 1 patience conflicting
kong-919d244bd667d76e65cdfc97ad2363adf3bca7c7-9a1d0da15ce7af22b0e8cba72fb075f1849827be 1 proper conflicting
kong-919d244bd667d76e65cdfc97ad2363adf3bca7c7-9a1d0da15ce7af22b0e8cba72fb075f1849827be 1 nonest success
kong-919d244bd667d76e65cdfc97ad2363adf3bca7c7-9a1d0da15ce7af22b0e8cba72fb075f1849827be 1 patience conflicting
kong-919d244bd667d76e65cdfc97ad2363adf3bca7c7-da947b029f7edd409a744c88f07e94808f0db9f3 1 proper conflicting
kong-919d244bd667d76e65cdfc97ad2363adf3bca7c7-da947b029f7edd409a744c88f07e94808f0db9f3 1 nonest conflicting
kong-919d244bd667d76e65cdfc97ad2363adf3bca7c7-da947b029f7edd409a744c88f07e94808f0db9f3 1 patience conflicting
kong-919d244bd667d76e65cdfc97ad2363adf3bca7c7-ff88a6ed31a35745da7ae31e3a8d3d31262818ac 1 proper conflicting
kong-919d244bd667d76e65cdfc97ad2363adf3bca7c7-ff88a6ed31a35745da7ae31e3a8d3d31262818ac 1 nonest conflicting
kong-919d244bd667d76e65cdfc97ad2363adf3bca7c7-ff88a6ed31a35745da7ae31e3a8d3d31262818ac 1 patience conflicting
kong-97ae45b69c507a331569e6c91d6a1b20b8215b53-06ef88d90a7268d123b0905b58ea57a9039f1593 1 proper conflicting
kong-97ae45b69c507a331569e6c91d6a1b20b8215b53-06ef88d90a7268d123b0905b58ea57a9039f1593 1 nonest conflicting
kong-97ae45b69c507a331569e6c91d6a1b20b8215b53-06ef88d90a7268d123b0905b58ea57a9039f1593 1 patience conflicting
kong-97ae45b69c507a331569e6c91d6a1b20b8215b53-0ceec99c5808cb59efcf0826a757e8d2ff80dc5d 1 proper conflicting
kong-97ae45b69c507a331569e6c91d6a1b20b8215b53-0ceec99c5808cb59efcf0826a757e8d2ff80dc5d 1 nonest conflicting
kong-97ae45b69c507a331569e6c91d6a1b20b8215b53-0ceec99c5808cb59efcf0826a757e8d2ff80dc5d 1 patience conflicting
kong-97ae45b69c507a331569e6c91d6a1b20b8215b53-fa4dca5e21b6dbfd7d896dd60558564108bd550f 1 proper conflicting
kong-97ae45b69c507a331569e6c91d6a1b20b8215b53-fa4dca5e21b6dbfd7d896dd60558564108bd550f 1 nonest conflicting
kong-97ae45b69c507a331569e6c91d6a1b20b8215b53-fa4dca5e21b6dbfd7d896dd60558564108bd550f 1 patience conflicting
kong-97ae45b69c507a331569e6c91d6a1b20b8215b53-fcc414539aa3a404aead9a4e76a8a1240a711126 1 proper conflicting
kong-97ae45b69c507a331569e6c91d6a1b20b8215b53-fcc414539aa3a404aead9a4e76a8a1240a711126 1 nonest conflicting
kong-97ae45b69c507a331569e6c91d6a1b20b8215b53-fcc414539aa3a404aead9a4e76a8a1240a711126 1 patience conflicting
kong-97ae45b69c507a331569e6c91d6a1b20b8215b53-ff730c345554e59aa69200f1981523536f56261e 1 proper conflicting
kong-97ae45b69c507a331569e6c91d6a1b20b8215b53-ff730c345554e59aa69200f1981523536f56261e 1 nonest conflicting
kong-97ae45b69c507a331569e6c91d6a1b20b8215b53-ff730c345554e59aa69200f1981523536f56261e 1 patience conflicting
kong-98e11b3346a3709be9a220c4932a671c6af32560-a1f52d2e121163c1337965f0ab1b4e7d8a0fa98a 1 proper conflicting
kong-98e11b3346a3709be9a220c4932a671c6af32560-a1f52d2e121163c1337965f0ab1b4e7d8a0fa98a 1 nonest conflicting
kong-98e11b3346a3709be9a220c4932a671c6af32560-a1f52d2e121163c1337965f0ab1b4e7d8a0fa98a 1 patience conflicting
kong-a0999976c2d791380fa6704a5ea03f8d7f87ec3f-6bc11bb443450bc7a3613d73fe37d845e6c54160 1 proper conflicting
kong-a0999976c2d791380fa6704a5ea03f8d7f87ec3f-6bc11bb443450bc7a3613d73fe37d845e6c54160 1 nonest conflicting
kong-a0999976c2d791380fa6704a5ea03f8d7f87ec3f-6bc11bb443450bc7a3613d73fe37d845e6c54160 1 patience conflicting
kong-a10578a7871b7ddd48111180c7de6554f439f6df-0d89c688f25ff4a6f1f81ed9651d0ee8954944da 1 proper conflicting
kong-a10578a7871b7ddd48111180c7de6554f439f6df-0d89c688f25ff4a6f1f81ed9651d0ee8954944da 1 nonest conflicting
kong-a10578a7871b7ddd48111180c7de6554f439f6df-0d89c688f25ff4a6f1f81ed9651d0ee8954944da 1 patience conflicting
kong-a10578a7871b7ddd48111180c7de6554f439f6df-1b7afacb8d6028b971399b3f9aec3d5ba2848428 1 proper conflicting
kong-a10578a7871b7ddd48111180c7de6554f439f6df-1b7afacb8d6028b971399b3f9aec3d5ba2848428 1 nonest conflicting
kong-a10578a7871b7ddd48111180c7de6554f439f6df-1b7afacb8d6028b971399b3f9aec3d5ba2848428 1 patience conflicting
kong-a10578a7871b7ddd48111180c7de6554f439f6df-48741a51ca274ca8ee5f5acf205dbf933f16735e 1 proper conflicting
kong-a10578a7871b7ddd48111180c7de6554f439f6df-48741a51ca274ca8ee5f5acf205dbf933f16735e 1 nonest conflicting
kong-a10578a7871b7ddd48111180c7de6554f439f6df-48741a51ca274ca8ee5f5acf205dbf933f16735e 1 patience conflicting
kong-a10578a7871b7ddd48111180c7de6554f439f6df-6ee00f7594b29e86c1cc060cbd61df59119dd621 1 proper conflicting
kong-a10578a7871b7ddd48111180c7de6554f439f6df-6ee00f7594b29e86c1cc060cbd61df59119dd621 1 nonest conflicting
kong-a10578a7871b7ddd48111180c7de6554f439f6df-6ee00f7594b29e86c1cc060cbd61df59119dd621 1 patience conflicting
kong-a10578a7871b7ddd48111180c7de6554f439f6df-88013b27b4425b726ce0008d7db478a8f4516f47 1 proper conflicting
kong-a10578a7871b7ddd48111180c7de6554f439f6df-88013b27b4425b726ce0008d7db478a8f4516f47 1 nonest conflicting
kong-a10578a7871b7ddd48111180c7de6554f439f6df-88013b27b4425b726ce0008d7db478a8f4516f47 1 patience conflicting
kong-a10578a7871b7ddd48111180c7de6554f439f6df-9729637ae81a5910bbf459aaff340b024bcd87ea 1 proper conflicting
kong-a10578a7871b7ddd48111180c7de6554f439f6df-9729637ae81a5910bbf459aaff340b024bcd87ea 1 nonest conflicting
kong-a10578a7871b7ddd48111180c7de6554f439f6df-9729637ae81a5910bbf459aaff340b024bcd87ea 1 patience conflicting
kong-a10578a7871b7ddd48111180c7de6554f439f6df-b852e038bf2831d76b959c2767536434c16ca766 1 proper conflicting
kong-a10578a7871b7ddd48111180c7de6554f439f6df-b852e038bf2831d76b959c2767536434c16ca766 1 nonest conflicting
kong-a10578a7871b7ddd48111180c7de6554f439f6df-b852e038bf2831d76b959c2767536434c16ca766 1 patience conflicting
kong-a10578a7871b7ddd48111180c7de6554f439f6df-bc059f0a8405821705d84a005b331b5308eb16b1 1 proper conflicting
kong-a10578a7871b7ddd48111180c7de6554f439f6df-bc059f0a8405821705d84a005b331b5308eb16b1 1 nonest conflicting
kong-a10578a7871b7ddd48111180c7de6554f439f6df-bc059f0a8405821705d84a005b331b5308eb16b1 1 patience conflicting
kong-a10578a7871b7ddd48111180c7de6554f439f6df-d1d54ac13a0b42dfca27185483c15b1561fac9f7 1 proper conflicting
kong-a10578a7871b7ddd48111180c7de6554f439f6df-d1d54ac13a0b42dfca27185483c15b1561fac9f7 1 nonest success
kong-a10578a7871b7ddd48111180c7de6554f439f6df-d1d54ac13a0b42dfca27185483c15b1561fac9f7 1 patience success
kong-a20daf0a458472b6f82800e93619e6fb0f81de48-4ff64180bd38285a01bc2aa90c2477aeb71497e9 1 proper conflicting
kong-a20daf0a458472b6f82800e93619e6fb0f81de48-4ff64180bd38285a01bc2aa90c2477aeb71497e9 1 nonest conflicting
kong-a20daf0a458472b6f82800e93619e6fb0f81de48-4ff64180bd38285a01bc2aa90c2477aeb71497e9 1 patience conflicting
kong-a5ede3d17cc1ebf7fec54f3859837a6bcbb3d980-298ef6fc6b4bd34ee616d32ebd894ca307ce0e31 1 proper conflicting
kong-a5ede3d17cc1ebf7fec54f3859837a6bcbb3d980-298ef6fc6b4bd34ee616d32ebd894ca307ce0e31 1 nonest success
kong-a5ede3d17cc1ebf7fec54f3859837a6bcbb3d980-298ef6fc6b4bd34ee616d32ebd894ca307ce0e31 1 patience conflicting
kong-aa11e657f1331d67ee1465d4b8ca71c202ea6487-a87918af9833e24ae35d2de726d2ee86271aa36c 1 proper conflicting
kong-aa11e657f1331d67ee1465d4b8ca71c202ea6487-a87918af9833e24ae35d2de726d2ee86271aa36c 1 nonest success
kong-aa11e657f1331d67ee1465d4b8ca71c202ea6487-a87918af9833e24ae35d2de726d2ee86271aa36c 1 patience success
kong-aa11e657f1331d67ee1465d4b8ca71c202ea6487-c76a9ca4ac0dba6976c2c31af04872931f0dd8a2 1 proper conflicting
kong-aa11e657f1331d67ee1465d4b8ca71c202ea6487-c76a9ca4ac0dba6976c2c31af04872931f0dd8a2 1 nonest conflicting
kong-aa11e657f1331d67ee1465d4b8ca71c202ea6487-c76a9ca4ac0dba6976c2c31af04872931f0dd8a2 1 patience conflicting
kong-abc622bb6ba23a974ab26073dae42a9bd332728a-00f9ed5a62129787f5da49846812d0df8325caec 1 proper conflicting
kong-abc622bb6ba23a974ab26073dae42a9bd332728a-00f9ed5a62129787f5da49846812d0df8325caec 1 nonest conflicting
kong-abc622bb6ba23a974ab26073dae42a9bd332728a-00f9ed5a62129787f5da49846812d0df8325caec 1 patience conflicting
kong-abc622bb6ba23a974ab26073dae42a9bd332728a-0557aa2101e15978b597f246207ed86f62788071 1 proper success
kong-abc622bb6ba23a974ab26073dae42a9bd332728a-0557aa2101e15978b597f246207ed86f62788071 1 nonest success
kong-abc622bb6ba23a974ab26073dae42a9bd332728a-0557aa2101e15978b597f246207ed86f62788071 1 patience success
kong-abc622bb6ba23a974ab26073dae42a9bd332728a-cbbc682e325b1738db967044a7b8b273114450cc 1 proper conflicting
kong-abc622bb6ba23a974ab26073dae42a9bd332728a-cbbc682e325b1738db967044a7b8b273114450cc 1 nonest conflicting
kong-abc622bb6ba23a974ab26073dae42a9bd332728a-cbbc682e325b1738db967044a7b8b273114450cc 1 patience conflicting
kong-ac9bb53ad9894992536c4c87c26af15c9cd29712-f3355526638a944f88c4c644a244d8f78203fc20 1 proper conflicting
kong-ac9bb53ad9894992536c4c87c26af15c9cd29712-f3355526638a944f88c4c644a244d8f78203fc20 1 nonest success
kong-ac9bb53ad9894992536c4c87c26af15c9cd29712-f3355526638a944f88c4c644a244d8f78203fc20 1 patience success
kong-acd60589c71ecd64a5c808d29d01f7c651318aea-003b9e7fea64b9b20e9c21c9bb1ada1bf672c49d 1 proper conflicting
kong-acd60589c71ecd64a5c808d29d01f7c651318aea-003b9e7fea64b9b20e9c21c9bb1ada1bf672c49d 1 nonest success
kong-acd60589c71ecd64a5c808d29d01f7c651318aea-003b9e7fea64b9b20e9c21c9bb1ada1bf672c49d 1 patience success
kong-acd60589c71ecd64a5c808d29d01f7c651318aea-18218ab4e38ab9fa30e19be413383c214bd26bf3 1 proper conflicting
kong-acd60589c71ecd64a5c808d29d01f7c651318aea-18218ab4e38ab9fa30e19be413383c214bd26bf3 1 nonest success
kong-acd60589c71ecd64a5c808d29d01f7c651318aea-18218ab4e38ab9fa30e19be413383c214bd26bf3 1 patience success
kong-acd60589c71ecd64a5c808d29d01f7c651318aea-9832a9723e909acf07b436fa0ac4a51a46729d27 1 proper conflicting
kong-acd60589c71ecd64a5c808d29d01f7c651318aea-9832a9723e909acf07b436fa0ac4a51a46729d27 1 nonest success
kong-acd60589c71ecd64a5c808d29d01f7c651318aea-9832a9723e909acf07b436fa0ac4a51a46729d27 1 patience success
kong-acd60589c71ecd64a5c808d29d01f7c651318aea-f408c805b4d9e2a951e82e39547bd7d0386197ae 1 proper conflicting
kong-acd60589c71ecd64a5c808d29d01f7c651318aea-f408c805b4d9e2a951e82e39547bd7d0386197ae 1 nonest success
kong-acd60589c71ecd64a5c808d29d01f7c651318aea-f408c805b4d9e2a951e82e39547bd7d0386197ae 1 patience success
kong-b3dc5054e134807a9b7c876799e60136bb49df93-1e230a8f6032ecd310b0180b335d47d3d6749809 1 proper success
kong-b3dc5054e134807a9b7c876799e60136bb49df93-1e230a8f6032ecd310b0180b335d47d3d6749809 1 nonest success
kong-b3dc5054e134807a9b7c876799e60136bb49df93-1e230a8f6032ecd310b0180b335d47d3d6749809 1 patience success
kong-b9a6568ca97fe753dd59591f23a99dbc4dc21363-6141b2e719abde7ae002b950dfce7603e04d0204 1 proper conflicting
kong-b9a6568ca97fe753dd59591f23a99dbc4dc21363-6141b2e719abde7ae002b950dfce7603e04d0204 1 nonest conflicting
