[run-experiment; hdiff at version alpha]
Location  MinSharingHeight  MergeResult
kong-5736272128ea3a08ee3c2035e6711f4c9710f352-abeaed527c55c2de578de67586baeea183de5187 1 patience conflicting
kong-5736272128ea3a08ee3c2035e6711f4c9710f352-c69d3aae3d6013688ac4766a3cc7ff19e7bf76c4 1 proper conflicting
kong-5736272128ea3a08ee3c2035e6711f4c9710f352-c69d3aae3d6013688ac4766a3cc7ff19e7bf76c4 1 nonest conflicting
kong-5736272128ea3a08ee3c2035e6711f4c9710f352-c69d3aae3d6013688ac4766a3cc7ff19e7bf76c4 1 patience conflicting
kong-58345780a23634edc32dec4ae5d28c7a7eee1dec-52e1692e1ba39ae23c83e50d9bed41c7629c0201 1 proper success
kong-58345780a23634edc32dec4ae5d28c7a7eee1dec-52e1692e1ba39ae23c83e50d9bed41c7629c0201 1 nonest success
kong-58345780a23634edc32dec4ae5d28c7a7eee1dec-52e1692e1ba39ae23c83e50d9bed41c7629c0201 1 patience success
kong-58345780a23634edc32dec4ae5d28c7a7eee1dec-8059db905f196216e79719e1756283dead3b7cdf 1 proper success
kong-58345780a23634edc32dec4ae5d28c7a7eee1dec-8059db905f196216e79719e1756283dead3b7cdf 1 nonest success
kong-58345780a23634edc32dec4ae5d28c7a7eee1dec-8059db905f196216e79719e1756283dead3b7cdf 1 patience success
kong-5a40776b8dac4d66238217b7be5ab1a929448391-8440d01c3780b3887a7012bd6b1977c95ee87d18 1 proper conflicting
kong-5a40776b8dac4d66238217b7be5ab1a929448391-8440d01c3780b3887a7012bd6b1977c95ee87d18 1 nonest success
kong-5a40776b8dac4d66238217b7be5ab1a929448391-8440d01c3780b3887a7012bd6b1977c95ee87d18 1 patience success
kong-5a9f39e00c281438b66a89c98b5e28d7616ceba3-39c519db27381c5d1c9c1f34d69bd97b606359af 1 proper conflicting
kong-5a9f39e00c281438b66a89c98b5e28d7616ceba3-39c519db27381c5d1c9c1f34d69bd97b606359af 1 nonest conflicting
kong-5a9f39e00c281438b66a89c98b5e28d7616ceba3-39c519db27381c5d1c9c1f34d69bd97b606359af 1 patience conflicting
kong-5a9f39e00c281438b66a89c98b5e28d7616ceba3-6d1025a4e5de2bafad1ab3b1fa881483fa49f806 1 proper conflicting
kong-5a9f39e00c281438b66a89c98b5e28d7616ceba3-6d1025a4e5de2bafad1ab3b1fa881483fa49f806 1 nonest conflicting
kong-5a9f39e00c281438b66a89c98b5e28d7616ceba3-6d1025a4e5de2bafad1ab3b1fa881483fa49f806 1 patience conflicting
kong-5b4f743886c79b7652505cd3775dadac936d196c-1278bda29730ff0d840a107a9a63e0b9ca6eedfa 1 proper conflicting
kong-5b4f743886c79b7652505cd3775dadac936d196c-1278bda29730ff0d840a107a9a63e0b9ca6eedfa 1 nonest conflicting
kong-5b4f743886c79b7652505cd3775dadac936d196c-1278bda29730ff0d840a107a9a63e0b9ca6eedfa 1 patience conflicting
kong-5b4f743886c79b7652505cd3775dadac936d196c-4f1e019b7b90ecacc4d34c0a64b8b125165095d7 1 proper conflicting
kong-5b4f743886c79b7652505cd3775dadac936d196c-4f1e019b7b90ecacc4d34c0a64b8b125165095d7 1 nonest conflicting
kong-5b4f743886c79b7652505cd3775dadac936d196c-4f1e019b7b90ecacc4d34c0a64b8b125165095d7 1 patience conflicting
kong-5b4f743886c79b7652505cd3775dadac936d196c-835db8a07a09b86a18ffc5161c446c51d469ce41 1 proper conflicting
kong-5b4f743886c79b7652505cd3775dadac936d196c-835db8a07a09b86a18ffc5161c446c51d469ce41 1 nonest conflicting
kong-5b4f743886c79b7652505cd3775dadac936d196c-835db8a07a09b86a18ffc5161c446c51d469ce41 1 patience conflicting
kong-5cc967974bbee5a73a75c028fae7cd58d29e11f8-558a3fc8776998e8893a65b4f55423c239522cf6 1 proper conflicting
kong-5cc967974bbee5a73a75c028fae7cd58d29e11f8-558a3fc8776998e8893a65b4f55423c239522cf6 1 nonest conflicting
kong-5cc967974bbee5a73a75c028fae7cd58d29e11f8-558a3fc8776998e8893a65b4f55423c239522cf6 1 patience conflicting
kong-5cc967974bbee5a73a75c028fae7cd58d29e11f8-6b43b3f58de0183007395ae0fe21f9e986db04c4 1 proper conflicting
kong-5cc967974bbee5a73a75c028fae7cd58d29e11f8-6b43b3f58de0183007395ae0fe21f9e986db04c4 1 nonest success
kong-5cc967974bbee5a73a75c028fae7cd58d29e11f8-6b43b3f58de0183007395ae0fe21f9e986db04c4 1 patience success
kong-5cc967974bbee5a73a75c028fae7cd58d29e11f8-e689ce2369a9d987c4b40ee23510d1ea7d785f3f 1 proper conflicting
kong-5cc967974bbee5a73a75c028fae7cd58d29e11f8-e689ce2369a9d987c4b40ee23510d1ea7d785f3f 1 nonest conflicting
kong-5cc967974bbee5a73a75c028fae7cd58d29e11f8-e689ce2369a9d987c4b40ee23510d1ea7d785f3f 1 patience conflicting
kong-5cc967974bbee5a73a75c028fae7cd58d29e11f8-efffaf1729afb549c48d9c0ccb1faaa28aecb677 1 proper conflicting
kong-5cc967974bbee5a73a75c028fae7cd58d29e11f8-efffaf1729afb549c48d9c0ccb1faaa28aecb677 1 nonest conflicting
kong-5cc967974bbee5a73a75c028fae7cd58d29e11f8-efffaf1729afb549c48d9c0ccb1faaa28aecb677 1 patience conflicting
kong-5d23147f64dbd4108b439ed8107a252d3a9bd1e3-06295f849760a2db66babe2e908d83fd423e9e91 1 proper conflicting
kong-5d23147f64dbd4108b439ed8107a252d3a9bd1e3-06295f849760a2db66babe2e908d83fd423e9e91 1 nonest conflicting
kong-5d23147f64dbd4108b439ed8107a252d3a9bd1e3-06295f849760a2db66babe2e908d83fd423e9e91 1 patience conflicting
kong-5d23147f64dbd4108b439ed8107a252d3a9bd1e3-22b8f56530afc0cf65287bfe457a40241b695ed2 1 proper conflicting
kong-5d23147f64dbd4108b439ed8107a252d3a9bd1e3-22b8f56530afc0cf65287bfe457a40241b695ed2 1 nonest conflicting
kong-5d23147f64dbd4108b439ed8107a252d3a9bd1e3-22b8f56530afc0cf65287bfe457a40241b695ed2 1 patience conflicting
kong-5d23147f64dbd4108b439ed8107a252d3a9bd1e3-2f033afb8296bd1bd2eeb7efc6d6cf3acf81222b 1 proper conflicting
kong-5d23147f64dbd4108b439ed8107a252d3a9bd1e3-2f033afb8296bd1bd2eeb7efc6d6cf3acf81222b 1 nonest conflicting
kong-5d23147f64dbd4108b439ed8107a252d3a9bd1e3-2f033afb8296bd1bd2eeb7efc6d6cf3acf81222b 1 patience conflicting
kong-5d23147f64dbd4108b439ed8107a252d3a9bd1e3-304d07071bb827e8c235d92407a7c631d2b2bc78 1 proper conflicting
kong-5d23147f64dbd4108b439ed8107a252d3a9bd1e3-304d07071bb827e8c235d92407a7c631d2b2bc78 1 nonest conflicting
kong-5d23147f64dbd4108b439ed8107a252d3a9bd1e3-304d07071bb827e8c235d92407a7c631d2b2bc78 1 patience conflicting
kong-5d23147f64dbd4108b439ed8107a252d3a9bd1e3-6190f71ab657c833c08a1b9118e4d826ad004a79 1 proper conflicting
kong-5d23147f64dbd4108b439ed8107a252d3a9bd1e3-6190f71ab657c833c08a1b9118e4d826ad004a79 1 nonest conflicting
kong-5d23147f64dbd4108b439ed8107a252d3a9bd1e3-6190f71ab657c833c08a1b9118e4d826ad004a79 1 patience conflicting
kong-5d23147f64dbd4108b439ed8107a252d3a9bd1e3-a726d86631f266839379bbf70712bfff9b6b9235 1 proper conflicting
kong-5d23147f64dbd4108b439ed8107a252d3a9bd1e3-a726d86631f266839379bbf70712bfff9b6b9235 1 nonest conflicting
kong-5d23147f64dbd4108b439ed8107a252d3a9bd1e3-a726d86631f266839379bbf70712bfff9b6b9235 1 patience conflicting
kong-5d23147f64dbd4108b439ed8107a252d3a9bd1e3-a9aa5a2139ccb974906ae418444e4e614b3433a9 1 proper conflicting
kong-5d23147f64dbd4108b439ed8107a252d3a9bd1e3-a9aa5a2139ccb974906ae418444e4e614b3433a9 1 nonest conflicting
kong-5d23147f64dbd4108b439ed8107a252d3a9bd1e3-a9aa5a2139ccb974906ae418444e4e614b3433a9 1 patience conflicting
kong-5d283c6c130119ee618e94b978ba8d93314ca7c6-47216365addbc87bf51cc309b60f97796f2d3d88 1 proper conflicting
kong-5d283c6c130119ee618e94b978ba8d93314ca7c6-47216365addbc87bf51cc309b60f97796f2d3d88 1 nonest conflicting
kong-5d283c6c130119ee618e94b978ba8d93314ca7c6-47216365addbc87bf51cc309b60f97796f2d3d88 1 patience conflicting
kong-5d283c6c130119ee618e94b978ba8d93314ca7c6-4d5aa34a3704d1d72a3f6821b3a1dcbcebc22beb 1 proper conflicting
kong-5d283c6c130119ee618e94b978ba8d93314ca7c6-4d5aa34a3704d1d72a3f6821b3a1dcbcebc22beb 1 nonest conflicting
kong-5d283c6c130119ee618e94b978ba8d93314ca7c6-4d5aa34a3704d1d72a3f6821b3a1dcbcebc22beb 1 patience conflicting
kong-5d283c6c130119ee618e94b978ba8d93314ca7c6-5edba642ac1f1946d082bcf84ee5177a1bdb8e89 1 proper success
kong-5d283c6c130119ee618e94b978ba8d93314ca7c6-5edba642ac1f1946d082bcf84ee5177a1bdb8e89 1 nonest success
kong-5d283c6c130119ee618e94b978ba8d93314ca7c6-5edba642ac1f1946d082bcf84ee5177a1bdb8e89 1 patience conflicting
kong-5d283c6c130119ee618e94b978ba8d93314ca7c6-8a207a40a772cedbb0c3ddfe3ea3f668b40f17bb 1 proper success
kong-5d283c6c130119ee618e94b978ba8d93314ca7c6-8a207a40a772cedbb0c3ddfe3ea3f668b40f17bb 1 nonest success
kong-5d283c6c130119ee618e94b978ba8d93314ca7c6-8a207a40a772cedbb0c3ddfe3ea3f668b40f17bb 1 patience conflicting
kong-5d283c6c130119ee618e94b978ba8d93314ca7c6-a5009ac8bf072aa4a65acbdc4becfaccc7519bdf 1 proper success
kong-5d283c6c130119ee618e94b978ba8d93314ca7c6-a5009ac8bf072aa4a65acbdc4becfaccc7519bdf 1 nonest success
kong-5d283c6c130119ee618e94b978ba8d93314ca7c6-a5009ac8bf072aa4a65acbdc4becfaccc7519bdf 1 patience conflicting
kong-604bbdf2c4b9b3d5d6b6d111a8bb79670ea417fb-79cac27597f673c4ec8ee10f05a791375e2078c6 1 proper conflicting
kong-604bbdf2c4b9b3d5d6b6d111a8bb79670ea417fb-79cac27597f673c4ec8ee10f05a791375e2078c6 1 nonest conflicting
kong-604bbdf2c4b9b3d5d6b6d111a8bb79670ea417fb-79cac27597f673c4ec8ee10f05a791375e2078c6 1 patience conflicting
kong-604bbdf2c4b9b3d5d6b6d111a8bb79670ea417fb-7cb1f4434ac93112608a3ed6b31df068dad17dff 1 proper conflicting
kong-604bbdf2c4b9b3d5d6b6d111a8bb79670ea417fb-7cb1f4434ac93112608a3ed6b31df068dad17dff 1 nonest conflicting
kong-604bbdf2c4b9b3d5d6b6d111a8bb79670ea417fb-7cb1f4434ac93112608a3ed6b31df068dad17dff 1 patience conflicting
kong-604bbdf2c4b9b3d5d6b6d111a8bb79670ea417fb-ba5e645c223804570c199416a2784f188e7fafb6 1 proper conflicting
kong-604bbdf2c4b9b3d5d6b6d111a8bb79670ea417fb-ba5e645c223804570c199416a2784f188e7fafb6 1 nonest conflicting
kong-604bbdf2c4b9b3d5d6b6d111a8bb79670ea417fb-ba5e645c223804570c199416a2784f188e7fafb6 1 patience conflicting
kong-61444ecd9c9b5b366dca3f5e1df71927a4904c57-2e3b82202afe15a130ee88e842d677f7f4bdfc43 1 proper conflicting
kong-61444ecd9c9b5b366dca3f5e1df71927a4904c57-2e3b82202afe15a130ee88e842d677f7f4bdfc43 1 nonest conflicting
kong-61444ecd9c9b5b366dca3f5e1df71927a4904c57-2e3b82202afe15a130ee88e842d677f7f4bdfc43 1 patience conflicting
kong-61444ecd9c9b5b366dca3f5e1df71927a4904c57-3c0385952ccc9ab4ee0b3e4c16eb1b2657edbe32 1 proper conflicting
kong-61444ecd9c9b5b366dca3f5e1df71927a4904c57-3c0385952ccc9ab4ee0b3e4c16eb1b2657edbe32 1 nonest conflicting
kong-61444ecd9c9b5b366dca3f5e1df71927a4904c57-3c0385952ccc9ab4ee0b3e4c16eb1b2657edbe32 1 patience conflicting
kong-61444ecd9c9b5b366dca3f5e1df71927a4904c57-4b357e98375d403d5885ab3962d89ceb686bb407 1 proper success
kong-61444ecd9c9b5b366dca3f5e1df71927a4904c57-4b357e98375d403d5885ab3962d89ceb686bb407 1 nonest success
kong-61444ecd9c9b5b366dca3f5e1df71927a4904c57-4b357e98375d403d5885ab3962d89ceb686bb407 1 patience success
kong-61444ecd9c9b5b366dca3f5e1df71927a4904c57-675ad0c5c769a2f55495f6257c4618d1859198bd 1 proper conflicting
kong-61444ecd9c9b5b366dca3f5e1df71927a4904c57-675ad0c5c769a2f55495f6257c4618d1859198bd 1 nonest conflicting
kong-61444ecd9c9b5b366dca3f5e1df71927a4904c57-675ad0c5c769a2f55495f6257c4618d1859198bd 1 patience conflicting
kong-61444ecd9c9b5b366dca3f5e1df71927a4904c57-6f79bb4c8878b38d1c1e04aff94e9f12f804895f 1 proper conflicting
kong-61444ecd9c9b5b366dca3f5e1df71927a4904c57-6f79bb4c8878b38d1c1e04aff94e9f12f804895f 1 nonest conflicting
kong-61444ecd9c9b5b366dca3f5e1df71927a4904c57-6f79bb4c8878b38d1c1e04aff94e9f12f804895f 1 patience conflicting
kong-61444ecd9c9b5b366dca3f5e1df71927a4904c57-920d647ac32d45afff14e325db4e0938ce5f0d79 1 proper success
kong-61444ecd9c9b5b366dca3f5e1df71927a4904c57-920d647ac32d45afff14e325db4e0938ce5f0d79 1 nonest success
kong-61444ecd9c9b5b366dca3f5e1df71927a4904c57-920d647ac32d45afff14e325db4e0938ce5f0d79 1 patience success
kong-61444ecd9c9b5b366dca3f5e1df71927a4904c57-c79c5a054e02d0376e7aca7850fe3b9d6163a0c2 1 proper success
kong-61444ecd9c9b5b366dca3f5e1df71927a4904c57-c79c5a054e02d0376e7aca7850fe3b9d6163a0c2 1 nonest success
kong-61444ecd9c9b5b366dca3f5e1df71927a4904c57-c79c5a054e02d0376e7aca7850fe3b9d6163a0c2 1 patience success
kong-61c7676625b258617621bfef345913ef2a5db64e-ce9d63a95aebe6e38093057fc18e0e8cab5928b3 1 proper success
kong-61c7676625b258617621bfef345913ef2a5db64e-ce9d63a95aebe6e38093057fc18e0e8cab5928b3 1 nonest success
kong-61c7676625b258617621bfef345913ef2a5db64e-ce9d63a95aebe6e38093057fc18e0e8cab5928b3 1 patience success
kong-6635c607920eb96c02a43a6c8f87ca700477d34d-534d655a1a4a63b9283222362be1f01ef27e0633 1 proper conflicting
kong-6635c607920eb96c02a43a6c8f87ca700477d34d-534d655a1a4a63b9283222362be1f01ef27e0633 1 nonest conflicting
kong-6635c607920eb96c02a43a6c8f87ca700477d34d-534d655a1a4a63b9283222362be1f01ef27e0633 1 patience conflicting
kong-6635c607920eb96c02a43a6c8f87ca700477d34d-6141b2e719abde7ae002b950dfce7603e04d0204 1 proper conflicting
kong-6635c607920eb96c02a43a6c8f87ca700477d34d-6141b2e719abde7ae002b950dfce7603e04d0204 1 nonest conflicting
kong-6635c607920eb96c02a43a6c8f87ca700477d34d-6141b2e719abde7ae002b950dfce7603e04d0204 1 patience conflicting
kong-6635c607920eb96c02a43a6c8f87ca700477d34d-7a883157f7e75acac65600e3c17a3690f23b6cd6 1 proper unknown(124)
kong-6635c607920eb96c02a43a6c8f87ca700477d34d-7a883157f7e75acac65600e3c17a3690f23b6cd6 1 nonest conflicting
kong-6635c607920eb96c02a43a6c8f87ca700477d34d-7a883157f7e75acac65600e3c17a3690f23b6cd6 1 patience conflicting
kong-679d0f793247859e81e120f19229fbf8e8bf9bd7-09099e5d709a925ead6c7a40d85957090d18ed24 1 proper conflicting
kong-679d0f793247859e81e120f19229fbf8e8bf9bd7-09099e5d709a925ead6c7a40d85957090d18ed24 1 nonest conflicting
kong-679d0f793247859e81e120f19229fbf8e8bf9bd7-09099e5d709a925ead6c7a40d85957090d18ed24 1 patience conflicting
kong-679d0f793247859e81e120f19229fbf8e8bf9bd7-62bc03f972ccee060ba1fabe38dfb9a356c9179b 1 proper conflicting
kong-679d0f793247859e81e120f19229fbf8e8bf9bd7-62bc03f972ccee060ba1fabe38dfb9a356c9179b 1 nonest success
kong-679d0f793247859e81e120f19229fbf8e8bf9bd7-62bc03f972ccee060ba1fabe38dfb9a356c9179b 1 patience success
kong-683ef14a2b6a908a27a180ac276f19568a978e15-2ef2cf09d62788449bba5f450dde910ec95c1b23 1 proper conflicting
kong-683ef14a2b6a908a27a180ac276f19568a978e15-2ef2cf09d62788449bba5f450dde910ec95c1b23 1 nonest conflicting
kong-683ef14a2b6a908a27a180ac276f19568a978e15-2ef2cf09d62788449bba5f450dde910ec95c1b23 1 patience conflicting
kong-683ef14a2b6a908a27a180ac276f19568a978e15-4cb326fd95801bb251cc2e312a3e116af04090c9 1 proper conflicting
kong-683ef14a2b6a908a27a180ac276f19568a978e15-4cb326fd95801bb251cc2e312a3e116af04090c9 1 nonest conflicting
kong-683ef14a2b6a908a27a180ac276f19568a978e15-4cb326fd95801bb251cc2e312a3e116af04090c9 1 patience conflicting
kong-683ef14a2b6a908a27a180ac276f19568a978e15-bed580518daebbbdd183027eabb56620a29f2e7e 1 proper conflicting
kong-683ef14a2b6a908a27a180ac276f19568a978e15-bed580518daebbbdd183027eabb56620a29f2e7e 1 nonest conflicting
kong-683ef14a2b6a908a27a180ac276f19568a978e15-bed580518daebbbdd183027eabb56620a29f2e7e 1 patience conflicting
kong-69d32c2c9af2e7516d1f4962d158aa4b61153692-c26c61d14c0e179f1ba2c8d8fd01837a186f1151 1 proper conflicting
kong-69d32c2c9af2e7516d1f4962d158aa4b61153692-c26c61d14c0e179f1ba2c8d8fd01837a186f1151 1 nonest conflicting
kong-69d32c2c9af2e7516d1f4962d158aa4b61153692-c26c61d14c0e179f1ba2c8d8fd01837a186f1151 1 patience conflicting
kong-6a81baf5fc130ee3d9f39c5aee2f067344a9b4ad-09f2494a59b15465262437772e5a1f591fa06af5 1 proper conflicting
kong-6a81baf5fc130ee3d9f39c5aee2f067344a9b4ad-09f2494a59b15465262437772e5a1f591fa06af5 1 nonest conflicting
kong-6a81baf5fc130ee3d9f39c5aee2f067344a9b4ad-09f2494a59b15465262437772e5a1f591fa06af5 1 patience conflicting
kong-6a81baf5fc130ee3d9f39c5aee2f067344a9b4ad-58101a40647128343955d2884acbbaf88d5e8874 1 proper conflicting
kong-6a81baf5fc130ee3d9f39c5aee2f067344a9b4ad-58101a40647128343955d2884acbbaf88d5e8874 1 nonest conflicting
kong-6a81baf5fc130ee3d9f39c5aee2f067344a9b4ad-58101a40647128343955d2884acbbaf88d5e8874 1 patience conflicting
kong-6a81baf5fc130ee3d9f39c5aee2f067344a9b4ad-b42e18ced7d295597840f74365469cddae2a1965 1 proper conflicting
kong-6a81baf5fc130ee3d9f39c5aee2f067344a9b4ad-b42e18ced7d295597840f74365469cddae2a1965 1 nonest conflicting
kong-6a81baf5fc130ee3d9f39c5aee2f067344a9b4ad-b42e18ced7d295597840f74365469cddae2a1965 1 patience conflicting
kong-70407b3c77148eb0b5a91ce9f93eaf1ab52371db-9c5057afb7c458d90a29a5442a941d5f58e7c4ea 1 proper conflicting
kong-70407b3c77148eb0b5a91ce9f93eaf1ab52371db-9c5057afb7c458d90a29a5442a941d5f58e7c4ea 1 nonest success
kong-70407b3c77148eb0b5a91ce9f93eaf1ab52371db-9c5057afb7c458d90a29a5442a941d5f58e7c4ea 1 patience success
kong-70d1b80c078a59084bda829c40bf64d448c9bc13-4c83dae40604a413ece3515f09843c951d214f12 1 proper conflicting
kong-70d1b80c078a59084bda829c40bf64d448c9bc13-4c83dae40604a413ece3515f09843c951d214f12 1 nonest conflicting
kong-70d1b80c078a59084bda829c40bf64d448c9bc13-4c83dae40604a413ece3515f09843c951d214f12 1 patience conflicting
kong-70d1b80c078a59084bda829c40bf64d448c9bc13-85e1ae9d15e6ca3e0c8d1dfd96b7130ee0a4473b 1 proper conflicting
kong-70d1b80c078a59084bda829c40bf64d448c9bc13-85e1ae9d15e6ca3e0c8d1dfd96b7130ee0a4473b 1 nonest conflicting
kong-70d1b80c078a59084bda829c40bf64d448c9bc13-85e1ae9d15e6ca3e0c8d1dfd96b7130ee0a4473b 1 patience conflicting
kong-70d1b80c078a59084bda829c40bf64d448c9bc13-f81db0c86353d150da15b493533ae17cb961efa9 1 proper conflicting
kong-70d1b80c078a59084bda829c40bf64d448c9bc13-f81db0c86353d150da15b493533ae17cb961efa9 1 nonest conflicting
kong-70d1b80c078a59084bda829c40bf64d448c9bc13-f81db0c86353d150da15b493533ae17cb961efa9 1 patience conflicting
kong-74515276e9fae22f1aca1b410c861f7ba5ca8f90-2b2ebfc19167248c7034aae927a4bf1dd8573751 1 proper conflicting
kong-74515276e9fae22f1aca1b410c861f7ba5ca8f90-2b2ebfc19167248c7034aae927a4bf1dd8573751 1 nonest conflicting
kong-74515276e9fae22f1aca1b410c861f7ba5ca8f90-2b2ebfc19167248c7034aae927a4bf1dd8573751 1 patience conflicting
kong-74515276e9fae22f1aca1b410c861f7ba5ca8f90-51867805c76f3c13f2349eb6e5ca81ea3f5f3183 1 proper conflicting
kong-74515276e9fae22f1aca1b410c861f7ba5ca8f90-51867805c76f3c13f2349eb6e5ca81ea3f5f3183 1 nonest conflicting
kong-74515276e9fae22f1aca1b410c861f7ba5ca8f90-51867805c76f3c13f2349eb6e5ca81ea3f5f3183 1 patience conflicting
kong-74515276e9fae22f1aca1b410c861f7ba5ca8f90-6bc94631f175853e436997f73276c8a5b4d97eaf 1 proper conflicting
kong-74515276e9fae22f1aca1b410c861f7ba5ca8f90-6bc94631f175853e436997f73276c8a5b4d97eaf 1 nonest conflicting
kong-74515276e9fae22f1aca1b410c861f7ba5ca8f90-6bc94631f175853e436997f73276c8a5b4d97eaf 1 patience conflicting
kong-74515276e9fae22f1aca1b410c861f7ba5ca8f90-793542296f9b7db46014b18195eb8c4877a238a8 1 proper conflicting
kong-74515276e9fae22f1aca1b410c861f7ba5ca8f90-793542296f9b7db46014b18195eb8c4877a238a8 1 nonest conflicting
kong-74515276e9fae22f1aca1b410c861f7ba5ca8f90-793542296f9b7db46014b18195eb8c4877a238a8 1 patience conflicting
kong-74515276e9fae22f1aca1b410c861f7ba5ca8f90-80cba621183453f741940a95b2f3afbec0e12fb4 1 proper conflicting
kong-74515276e9fae22f1aca1b410c861f7ba5ca8f90-80cba621183453f741940a95b2f3afbec0e12fb4 1 nonest conflicting
kong-74515276e9fae22f1aca1b410c861f7ba5ca8f90-80cba621183453f741940a95b2f3afbec0e12fb4 1 patience conflicting
kong-74515276e9fae22f1aca1b410c861f7ba5ca8f90-a1bcb34dee734e151d307ead201758634bfca035 1 proper conflicting
kong-74515276e9fae22f1aca1b410c861f7ba5ca8f90-a1bcb34dee734e151d307ead201758634bfca035 1 nonest conflicting
kong-74515276e9fae22f1aca1b410c861f7ba5ca8f90-a1bcb34dee734e151d307ead201758634bfca035 1 patience conflicting
kong-74515276e9fae22f1aca1b410c861f7ba5ca8f90-ae57205ed82497b38aafd6f9d77dd8344ccb6374 1 proper conflicting
kong-74515276e9fae22f1aca1b410c861f7ba5ca8f90-ae57205ed82497b38aafd6f9d77dd8344ccb6374 1 nonest conflicting
kong-74515276e9fae22f1aca1b410c861f7ba5ca8f90-ae57205ed82497b38aafd6f9d77dd8344ccb6374 1 patience conflicting
kong-74515276e9fae22f1aca1b410c861f7ba5ca8f90-b27a17f4dbf1c3c2686904809a6241f105bc832a 1 proper conflicting
kong-74515276e9fae22f1aca1b410c861f7ba5ca8f90-b27a17f4dbf1c3c2686904809a6241f105bc832a 1 nonest conflicting
kong-74515276e9fae22f1aca1b410c861f7ba5ca8f90-b27a17f4dbf1c3c2686904809a6241f105bc832a 1 patience conflicting
kong-74515276e9fae22f1aca1b410c861f7ba5ca8f90-d79ab0b3e093dae0b5b4922dbc25ba66e738e1a3 1 proper conflicting
kong-74515276e9fae22f1aca1b410c861f7ba5ca8f90-d79ab0b3e093dae0b5b4922dbc25ba66e738e1a3 1 nonest conflicting
kong-74515276e9fae22f1aca1b410c861f7ba5ca8f90-d79ab0b3e093dae0b5b4922dbc25ba66e738e1a3 1 patience conflicting
kong-74515276e9fae22f1aca1b410c861f7ba5ca8f90-d915d2c25641515f5389e39bb2ebcba730d03bc9 1 proper conflicting
kong-74515276e9fae22f1aca1b410c861f7ba5ca8f90-d915d2c25641515f5389e39bb2ebcba730d03bc9 1 nonest conflicting
kong-74515276e9fae22f1aca1b410c861f7ba5ca8f90-d915d2c25641515f5389e39bb2ebcba730d03bc9 1 patience conflicting
kong-751489917ddfa19924fe425dbb24a8e399c5b90e-450daa1786d2f5bf780b99e11f6b7b4ae0e361ff 1 proper conflicting
kong-751489917ddfa19924fe425dbb24a8e399c5b90e-450daa1786d2f5bf780b99e11f6b7b4ae0e361ff 1 nonest conflicting
kong-751489917ddfa19924fe425dbb24a8e399c5b90e-450daa1786d2f5bf780b99e11f6b7b4ae0e361ff 1 patience conflicting
kong-751489917ddfa19924fe425dbb24a8e399c5b90e-5214e4a1e87906aa92a27711cfd5d92c6cdebd5b 1 proper conflicting
kong-751489917ddfa19924fe425dbb24a8e399c5b90e-5214e4a1e87906aa92a27711cfd5d92c6cdebd5b 1 nonest success
kong-751489917ddfa19924fe425dbb24a8e399c5b90e-5214e4a1e87906aa92a27711cfd5d92c6cdebd5b 1 patience success
kong-751489917ddfa19924fe425dbb24a8e399c5b90e-5f00f80bec219b723db3b2634536a001fc165c85 1 proper conflicting
kong-751489917ddfa19924fe425dbb24a8e399c5b90e-5f00f80bec219b723db3b2634536a001fc165c85 1 nonest conflicting
kong-751489917ddfa19924fe425dbb24a8e399c5b90e-5f00f80bec219b723db3b2634536a001fc165c85 1 patience conflicting
kong-751489917ddfa19924fe425dbb24a8e399c5b90e-7fb8f3a98954e94dfe90f120ccbe3ae68654b6b2 1 proper conflicting
kong-751489917ddfa19924fe425dbb24a8e399c5b90e-7fb8f3a98954e94dfe90f120ccbe3ae68654b6b2 1 nonest success
kong-751489917ddfa19924fe425dbb24a8e399c5b90e-7fb8f3a98954e94dfe90f120ccbe3ae68654b6b2 1 patience success
kong-751489917ddfa19924fe425dbb24a8e399c5b90e-91e89df4d67d4f163347f37106e1158d8433abf8 1 proper conflicting
kong-751489917ddfa19924fe425dbb24a8e399c5b90e-91e89df4d67d4f163347f37106e1158d8433abf8 1 nonest conflicting
kong-751489917ddfa19924fe425dbb24a8e399c5b90e-91e89df4d67d4f163347f37106e1158d8433abf8 1 patience conflicting
kong-751489917ddfa19924fe425dbb24a8e399c5b90e-c56528b6af983262c431465f60c937fc10f17dc3 1 proper conflicting
kong-751489917ddfa19924fe425dbb24a8e399c5b90e-c56528b6af983262c431465f60c937fc10f17dc3 1 nonest success
kong-751489917ddfa19924fe425dbb24a8e399c5b90e-c56528b6af983262c431465f60c937fc10f17dc3 1 patience conflicting
kong-751489917ddfa19924fe425dbb24a8e399c5b90e-dc585790eb28648671fd3573f0decd9d40171c8e 1 proper conflicting
kong-751489917ddfa19924fe425dbb24a8e399c5b90e-dc585790eb28648671fd3573f0decd9d40171c8e 1 nonest success
kong-751489917ddfa19924fe425dbb24a8e399c5b90e-dc585790eb28648671fd3573f0decd9d40171c8e 1 patience success
kong-751489917ddfa19924fe425dbb24a8e399c5b90e-f23a5221889516dd962e5071eb71bf836b7e5340 1 proper conflicting
kong-751489917ddfa19924fe425dbb24a8e399c5b90e-f23a5221889516dd962e5071eb71bf836b7e5340 1 nonest conflicting
kong-751489917ddfa19924fe425dbb24a8e399c5b90e-f23a5221889516dd962e5071eb71bf836b7e5340 1 patience conflicting
